1, plains, minecraft:plains, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1172, forest, regions_unexplored:cold_deciduous_forest, MONSTER, graveyard:revenant, 25, 5, 8
1173, forest, regions_unexplored:cold_deciduous_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1174, forest, regions_unexplored:cold_deciduous_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1175, icy, regions_unexplored:cold_boreal_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1176, icy, regions_unexplored:cold_boreal_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1177, icy, regions_unexplored:cold_boreal_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1178, icy, regions_unexplored:cold_boreal_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1179, icy, regions_unexplored:cold_boreal_forest, MONSTER, direbats:direbat, 36, 1, 3
1180, icy, regions_unexplored:cold_boreal_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1181, icy, regions_unexplored:cold_boreal_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1182, icy, regions_unexplored:cold_boreal_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1183, icy, regions_unexplored:cold_boreal_forest, MONSTER, graveyard:revenant, 25, 5, 8
1184, icy, regions_unexplored:cold_boreal_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1185, icy, regions_unexplored:cold_boreal_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1186, forest, regions_unexplored:golden_boreal_forest, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
1187, forest, regions_unexplored:golden_boreal_forest, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1188, forest, regions_unexplored:golden_boreal_forest, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
1189, forest, regions_unexplored:golden_boreal_forest, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
1190, forest, regions_unexplored:golden_boreal_forest, MONSTER, direbats:direbat, 36, 1, 3
1191, forest, regions_unexplored:golden_boreal_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
1192, forest, regions_unexplored:golden_boreal_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1193, forest, regions_unexplored:golden_boreal_forest, MONSTER, graveyard:ghoul, 25, 2, 5
1194, forest, regions_unexplored:golden_boreal_forest, MONSTER, uselessreptile:moleclaw, 80, 1, 1
1195, forest, regions_unexplored:golden_boreal_forest, MONSTER, graveyard:revenant, 25, 5, 8
1196, forest, regions_unexplored:golden_boreal_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1197, forest, regions_unexplored:golden_boreal_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1198, nether, regions_unexplored:glistering_meadow, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
1199, nether, regions_unexplored:blackstone_basin, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
